Country,Month,Available Agents,New Hires,Fired,Total Agents,Assigned Advertisers,Waiting Advertisers,Dropped Advertisers,Graduated Advertisers,Total Cost ($),Revenue Uplift ($),Waiting Cost Penalty ($),Net Profit ($)
South Africa,2025-10,61.0,0.0,0.0,61.0,350.0,0.0,0.0,202.0,132563.17,501322.5,0.0,368759.32999999996
South Africa,2025-11,61.0,3.0,0.0,64.0,260.0,81.0,0.0,254.0,139082.67,357458.4,9280.17,218375.73
South Africa,2025-12,64.0,63.0,0.0,127.0,375.0,0.0,0.0,350.0,275992.17,511261.88,0.0,235269.71000000002
India,2025-01,428.0,0.0,200.0,428.0,1159.0,0.0,0.0,0.0,1632982.0,7157334.96,0.0,5524352.96
India,2025-02,228.0,0.0,3.0,228.0,1120.0,0.0,0.0,0.0,285183.6,7152667.2,0.0,6867483.600000001
India,2025-03,225.0,0.0,3.0,225.0,1123.0,0.0,0.0,1159.0,281654.1,7088443.38,0.0,6806789.28
India,2025-04,222.0,0.0,3.0,222.0,1092.0,0.0,0.0,1120.0,278124.6,6862695.84,0.0,6584571.24
India,2025-05,219.0,0.0,0.0,219.0,1083.0,0.0,0.0,1123.0,257653.5,6606419.13,0.0,6348765.63
India,2025-06,219.0,0.0,0.0,219.0,939.0,0.0,0.0,1092.0,257653.5,5915488.72,0.0,5657835.22
India,2025-07,219.0,0.0,0.0,219.0,1019.0,0.0,0.0,1083.0,257653.5,6292085.54,0.0,6034432.04
India,2025-08,219.0,0.0,0.0,219.0,1001.0,0.0,0.0,939.0,257653.5,6208912.71,0.0,5951259.21
India,2025-09,219.0,59.0,0.0,278.0,1182.0,0.0,0.0,1019.0,327067.0,7356017.43,0.0,7028950.43
India,2025-10,278.0,48.0,0.0,326.0,1590.0,0.0,0.0,1001.0,383539.0,9707546.25,0.0,9324007.25
India,2025-11,326.0,0.0,0.0,326.0,1670.0,2.0,0.0,1182.0,383539.0,10458625.5,1043.78,10075086.5
India,2025-12,326.0,0.0,0.0,326.0,1468.0,0.0,0.0,1590.0,383539.0,9328728.96,0.0,8945189.96
USA,2025-01,652.0,0.0,450.0,652.0,1024.0,0.0,0.0,0.0,18212621.0,11653770.24,0.0,-6558850.76
USA,2025-02,202.0,0.0,0.0,202.0,996.0,0.0,0.0,0.0,1308303.5,11680002.36,0.0,10371698.86
USA,2025-03,202.0,0.0,2.0,202.0,1024.0,0.0,0.0,1024.0,1370480.3,11954580.48,0.0,10584100.18
USA,2025-04,200.0,0.0,1.0,200.0,972.0,0.0,0.0,996.0,1326438.4,11323105.02,0.0,9996666.62
USA,2025-05,199.0,0.0,0.0,199.0,943.0,0.0,0.0,1024.0,1288873.25,10973563.7,0.0,9684690.45
USA,2025-06,199.0,0.0,0.0,199.0,859.0,0.0,0.0,972.0,1288873.25,9798230.75,0.0,8509357.5
USA,2025-07,199.0,0.0,0.0,199.0,915.0,0.0,0.0,943.0,1288873.25,10710111.6,0.0,9421238.35
USA,2025-08,199.0,0.0,0.0,199.0,919.0,0.0,0.0,859.0,1288873.25,10544656.54,0.0,9255783.29
USA,2025-09,199.0,58.0,0.0,257.0,1063.0,0.0,0.0,915.0,1664524.75,12548077.2,0.0,10883552.45
USA,2025-10,257.0,28.0,0.0,285.0,1499.0,0.0,0.0,919.0,1845873.75,17407437.3,0.0,15561563.55
USA,2025-11,285.0,0.0,0.0,285.0,1351.0,127.0,0.0,1063.0,1845873.75,15545038.32,121775.22,13699164.57
USA,2025-12,285.0,0.0,0.0,285.0,1496.0,0.0,0.0,1499.0,1845873.75,17389765.8,0.0,15543892.05
Thailand,2025-01,139.0,0.0,119.0,139.0,96.0,0.0,0.0,0.0,1437503.98,131090.4,0.0,-1306413.58
Thailand,2025-02,20.0,0.0,1.0,20.0,100.0,0.0,0.0,0.0,50197.27,130086.0,0.0,79888.73000000001
Thailand,2025-03,19.0,0.0,1.0,19.0,90.0,0.0,0.0,96.0,48173.18,121475.7,0.0,73302.51999999999
Thailand,2025-04,18.0,0.0,0.0,18.0,81.0,0.0,0.0,100.0,36433.5,100591.06,0.0,64157.56
Thailand,2025-05,18.0,0.0,0.0,18.0,97.0,0.0,0.0,90.0,36433.5,133411.86,0.0,96978.35999999999
Thailand,2025-06,18.0,0.0,0.0,18.0,80.0,0.0,0.0,81.0,36433.5,97470.0,0.0,61036.5
Thailand,2025-07,18.0,0.0,0.0,18.0,84.0,0.0,0.0,97.0,36433.5,111517.56,0.0,75084.06
Thailand,2025-08,18.0,0.0,0.0,18.0,71.0,0.0,0.0,80.0,36433.5,82268.06,0.0,45834.56
Thailand,2025-09,18.0,5.0,0.0,23.0,105.0,0.0,0.0,84.0,46553.92,133797.83,0.0,87243.90999999999
Thailand,2025-10,23.0,0.0,0.0,23.0,125.0,0.0,0.0,71.0,46553.92,190417.5,0.0,143863.58000000002
Thailand,2025-11,23.0,3.0,0.0,26.0,105.0,30.0,0.0,105.0,52626.17,137979.45,3285.23,85353.28000000001
Thailand,2025-12,26.0,26.0,0.0,52.0,154.0,0.0,0.0,125.0,105252.33,191642.22,0.0,86389.89
